키워드순번,품목키워드,키워드레벨,상위키워드순번,판정결과코드,종결여부,사용여부,자동완성용키워드
496,신 놈브레 바이러스,2,202,1,Y,Y,ㅅㅣㄴ ㄴㅗㅁㅂㅡㄹㅔ ㅂㅏㅇㅣㄹㅓㅅㅡ
497,격납용기,2,96,,,Y,ㄱㅕㄱㄴㅏㅂㅇㅛㅇㄱㅣ
498,수치제어 초음파 검사기,2,214,,,Y,ㅅㅜㅊㅣㅈㅔㅇㅓ ㅊㅗㅇㅡㅁㅍㅏ ㄱㅓㅁㅅㅏㄱㅣ
499,3.7×10^14Hz 이상 주파수 흡수,2,253,2,Y,Y,3.7×10^14Hz ㅇㅣㅅㅏㅇ ㅈㅜㅍㅏㅅㅜ ㅎㅡㅂㅅㅜ
500,경성 방호복용 플레이트,2,48,,,Y,ㄱㅕㅇㅅㅓㅇ ㅂㅏㅇㅎㅗㅂㅗㄱㅇㅛㅇ ㅍㅡㄹㄹㅔㅇㅣㅌㅡ
501,레이온 섬유 변환 장비,2,185,,,Y,ㄹㅔㅇㅣㅇㅗㄴ ㅅㅓㅁㅇㅠ ㅂㅕㄴㅎㅘㄴ ㅈㅏㅇㅂㅣ
502,메틸디에탄올아민(105-59-9),2,209,,,Y,ㅁㅔㅌㅣㄹㄷㅣㅇㅔㅌㅏㄴㅇㅗㄹㅇㅏㅁㅣㄴ(105-59-9)
503,운용 혹은 유지를 위해 설계되거나 개조된 소프트웨어,2,28,,,Y,ㅇㅜㄴㅇㅛㅇ ㅎㅗㄱㅇㅡㄴ ㅇㅠㅈㅣㄹㅡㄹ ㅇㅟㅎㅐ ㅅㅓㄹㄱㅖㄷㅚㄱㅓㄴㅏ ㄱㅐㅈㅗㄷㅚㄴ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
504,"N,N-디메틸 포스포라미딕 디할라이드",2,209,,,N,"N,N-ㄷㅣㅁㅔㅌㅣㄹ ㅍㅗㅅㅡㅍㅗㄹㅏㅁㅣㄷㅣㄱ ㄷㅣㅎㅏㄹㄹㅏㅇㅣㄷㅡ"
505,장비내 감지 부품에 사용된 3 유효무게 이하의 선적,2,33,3,Y,Y,ㅈㅏㅇㅂㅣㄴㅐ ㄱㅏㅁㅈㅣ ㅂㅜㅍㅜㅁㅇㅔ ㅅㅏㅇㅛㅇㄷㅚㄴ 3 ㅇㅠㅎㅛㅁㅜㄱㅔ ㅇㅣㅎㅏㅇㅢ ㅅㅓㄴㅈㅓㄱ
506,2×10^8Hz 이하 주파수 흡수,2,253,2,Y,Y,2×10^8Hz ㅇㅣㅎㅏ ㅈㅜㅍㅏㅅㅜ ㅎㅡㅂㅅㅜ
507,방향족 폴리아미드-이미드류,2,128,,,Y,ㅂㅏㅇㅎㅑㅇㅈㅗㄱ ㅍㅗㄹㄹㅣㅇㅏㅁㅣㄷㅡ-ㅇㅣㅁㅣㄷㅡㄹㅠ
508,"디알킬(메틸, 에틸, 노르말-프로필, 이소-프로필) N,N-디알킬(메틸, 에틸, 노르말-프로필, 이소-프로필)-포스포라미데이트",2,209,,,Y,"ㄷㅣㅇㅏㄹㅋㅣㄹ(ㅁㅔㅌㅣㄹ, ㅇㅔㅌㅣㄹ, ㄴㅗㄹㅡㅁㅏㄹ-ㅍㅡㄹㅗㅍㅣㄹ, ㅇㅣㅅㅗ-ㅍㅡㄹㅗㅍㅣㄹ) N,N-ㄷㅣㅇㅏㄹㅋㅣㄹ(ㅁㅔㅌㅣㄹ, ㅇㅔㅌㅣㄹ, ㄴㅗㄹㅡㅁㅏㄹ-ㅍㅡㄹㅗㅍㅣㄹ, ㅇㅣㅅㅗ-ㅍㅡㄹㅗㅍㅣㄹ)-ㅍㅗㅅㅡㅍㅗㄹㅏㅁㅣㄷㅔㅇㅣㅌㅡ"
509,폴로늄 209 원소,2,191,1,Y,Y,ㅍㅗㄹㄹㅗㄴㅠㅁ 209 ㅇㅝㄴㅅㅗ
510,베릴륨-베릴륨(Be/Be) 블랭크 기판,2,199,,,Y,ㅂㅔㄹㅣㄹㄹㅠㅁ-ㅂㅔㄹㅣㄹㄹㅠㅁ(Be/Be) ㅂㅡㄹㄹㅐㅇㅋㅡ ㄱㅣㅍㅏㄴ
511,마버그 바이러스,2,202,1,Y,Y,ㅁㅏㅂㅓㄱㅡ ㅂㅏㅇㅣㄹㅓㅅㅡ
512,"고체추진제 또는 구성제의 생산, 취급, 혼합, 경화, 주조, 압착, 기계가공, 압출 또는 수락시험 장비",2,197,,,Y,"ㄱㅗㅊㅔㅊㅜㅈㅣㄴㅈㅔ ㄸㅗㄴㅡㄴ ㄱㅜㅅㅓㅇㅈㅔㅇㅢ ㅅㅐㅇㅅㅏㄴ, ㅊㅟㄱㅡㅂ, ㅎㅗㄴㅎㅏㅂ, ㄱㅕㅇㅎㅘ, ㅈㅜㅈㅗ, ㅇㅏㅂㅊㅏㄱ, ㄱㅣㄱㅖㄱㅏㄱㅗㅇ, ㅇㅏㅂㅊㅜㄹ ㄸㅗㄴㅡㄴ ㅅㅜㄹㅏㄱㅅㅣㅎㅓㅁ ㅈㅏㅇㅂㅣ"
513,운용 혹은 유지를 위해 전용 설계되거나 개조된 소프트웨어,2,268,,,Y,ㅇㅜㄴㅇㅛㅇ ㅎㅗㄱㅇㅡㄴ ㅇㅠㅈㅣㄹㅡㄹ ㅇㅟㅎㅐ ㅈㅓㄴㅇㅛㅇ ㅅㅓㄹㄱㅖㄷㅚㄱㅓㄴㅏ ㄱㅐㅈㅗㄷㅚㄴ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
514,BZ(CAS : 6581-06-2),2,327,,,Y,BZ(CAS : 6581-06-2)
515,동부마뇌염 바이러스,2,202,1,Y,Y,ㄷㅗㅇㅂㅜㅁㅏㄴㅚㅇㅕㅁ ㅂㅏㅇㅣㄹㅓㅅㅡ
516,비정질 합금 스트립,2,266,,,Y,ㅂㅣㅈㅓㅇㅈㅣㄹ ㅎㅏㅂㄱㅡㅁ ㅅㅡㅌㅡㄹㅣㅂ
3739,Color Printer Canon,1,,2,Y,Y,Color Printer Canon
3740,지하철 플랫폼 스크린 도어,1,,2,Y,Y,ㅈㅣㅎㅏㅊㅓㄹ ㅍㅡㄹㄹㅐㅅㅍㅗㅁ ㅅㅡㅋㅡㄹㅣㄴ ㄷㅗㅇㅓ
3741,앙부일구(해시계),1,,2,Y,Y,ㅇㅏㅇㅂㅜㅇㅣㄹㄱㅜ(ㅎㅐㅅㅣㄱㅖ)
3742,Cabinet Rack,1,,2,Y,Y,Cabinet Rack
3743,PK50 화신 SMALL 클립 다색 19mm,1,,2,Y,Y,PK50 ㅎㅘㅅㅣㄴ SMALL ㅋㅡㄹㄹㅣㅂ ㄷㅏㅅㅐㄱ 19mm
3744,AC panel,1,,2,Y,Y,AC panel
3745,Air conditioning machinery,1,,2,Y,Y,Air conditioning machinery
3746,"못(6인치, 4인치, 2인치)",1,,2,Y,Y,"ㅁㅗㅅ(6ㅇㅣㄴㅊㅣ, 4ㅇㅣㄴㅊㅣ, 2ㅇㅣㄴㅊㅣ)"
3747,"19"" Standard Cabinet",1,,2,Y,N,"19"" Standard Cabinet"
3748,산업용 다이아몬드 공구,1,,2,Y,Y,ㅅㅏㄴㅇㅓㅂㅇㅛㅇ ㄷㅏㅇㅣㅇㅏㅁㅗㄴㄷㅡ ㄱㅗㅇㄱㅜ
3749,computer rack,1,,2,Y,Y,computer rack
3750,예식장갑,1,,2,Y,Y,ㅇㅖㅅㅣㄱㅈㅏㅇㄱㅏㅂ
3751,40인치 LCD TV,1,,2,Y,N,40ㅇㅣㄴㅊㅣ LCD TV
3752,서류함,1,,2,Y,Y,ㅅㅓㄹㅠㅎㅏㅁ
3753,LABEL TAPE(BROTHER),1,,2,Y,Y,LABEL TAPE(BROTHER)
3754,가위(엑셀),1,,2,Y,Y,ㄱㅏㅇㅟ(ㅇㅔㄱㅅㅔㄹ)
3755,"19"" Standard Wall Mount Cabinet",1,,2,Y,N,"19"" Standard Wall Mount Cabinet"
3756,접이식사다리,1,,2,Y,Y,ㅈㅓㅂㅇㅣㅅㅣㄱㅅㅏㄷㅏㄹㅣ
3757,핸드파레트,1,,2,Y,Y,ㅎㅐㄴㄷㅡㅍㅏㄹㅔㅌㅡ
3758,소형 냉장고,1,,2,Y,Y,ㅅㅗㅎㅕㅇ ㄴㅐㅇㅈㅏㅇㄱㅗ
3759,모니터거치대,1,,2,Y,Y,ㅁㅗㄴㅣㅌㅓㄱㅓㅊㅣㄷㅐ
3760,CDMA 가정용 전화기,1,,2,Y,Y,CDMA ㄱㅏㅈㅓㅇㅇㅛㅇ ㅈㅓㄴㅎㅘㄱㅣ
3761,TFT LCD MODULE,1,,2,Y,Y,TFT LCD MODULE
3762,호주사(SILICASAND),1,,2,Y,Y,ㅎㅗㅈㅜㅅㅏ(SILICASAND)
4304,"6A004, 6A005, 6A008, 또는 6B008 장비 관련 소프트웨어",2,4303,,,Y,"6A004, 6A005, 6A008, ㄸㅗㄴㅡㄴ 6B008 ㅈㅏㅇㅂㅣ ㄱㅘㄴㄹㅕㄴ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ"
4303,6장 센서 및 레이져 소프트웨어,1,,,,Y,6ㅈㅏㅇ ㅅㅔㄴㅅㅓ ㅁㅣㅊ ㄹㅔㅇㅣㅈㅕ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
4302,비선형 광학재료,2,4301,,,Y,ㅂㅣㅅㅓㄴㅎㅕㅇ ㄱㅘㅇㅎㅏㄱㅈㅐㄹㅛ
4301,비선형 광학재료,1,,,,Y,ㅂㅣㅅㅓㄴㅎㅕㅇ ㄱㅘㅇㅎㅏㄱㅈㅐㄹㅛ
4300,전자광학 물질,2,4299,,,Y,ㅈㅓㄴㅈㅏㄱㅘㅇㅎㅏㄱ ㅁㅜㄹㅈㅣㄹ
4299,전자광학 물질,1,,,,Y,ㅈㅓㄴㅈㅏㄱㅘㅇㅎㅏㄱ ㅁㅜㄹㅈㅣㄹ
4298,셀렌화아연 기판,2,4297,,,Y,ㅅㅔㄹㄹㅔㄴㅎㅘㅇㅏㅇㅕㄴ ㄱㅣㅍㅏㄴ
4297,셀렌화아연 기판,1,,,,Y,ㅅㅔㄹㄹㅔㄴㅎㅘㅇㅏㅇㅕㄴ ㄱㅣㅍㅏㄴ
4296,고속 카메라,2,4295,,,Y,ㄱㅗㅅㅗㄱ ㅋㅏㅁㅔㄹㅏ
4295,고속 카메라,1,,,,Y,ㄱㅗㅅㅗㄱ ㅋㅏㅁㅔㄹㅏ
4294,중력 경도계,2,4293,,,Y,ㅈㅜㅇㄹㅕㄱ ㄱㅕㅇㄷㅗㄱㅖ
4293,중력 경도계,1,,,,Y,ㅈㅜㅇㄹㅕㄱ ㄱㅕㅇㄷㅗㄱㅖ
4292,반도체 레이저,2,4291,,,Y,ㅂㅏㄴㄷㅗㅊㅔ ㄹㅔㅇㅣㅈㅓ
4291,반도체 레이저,1,,,,Y,ㅂㅏㄴㄷㅗㅊㅔ ㄹㅔㅇㅣㅈㅓ
2236,작동범위 30MHz 미만,2,2143,2,Y,Y,ㅈㅏㄱㄷㅗㅇㅂㅓㅁㅇㅟ 30MHz ㅁㅣㅁㅏㄴ
2238,인장강도 2×10^9 N/㎡ 미만,2,2139,2,Y,Y,ㅇㅣㄴㅈㅏㅇㄱㅏㅇㄷㅗ 2×10^9 N/㎡ ㅁㅣㅁㅏㄴ
2240,가격 및 주 기능군에 대한 정보가 공개되고 대중적으로 소매판매처에서 구입 가능,2,2110,3,Y,N,ㄱㅏㄱㅕㄱ ㅁㅣㅊ ㅈㅜ ㄱㅣㄴㅡㅇㄱㅜㄴㅇㅔ ㄷㅐㅎㅏㄴ ㅈㅓㅇㅂㅗㄱㅏ ㄱㅗㅇㄱㅐㄷㅚㄱㅗ ㄷㅐㅈㅜㅇㅈㅓㄱㅇㅡㄹㅗ ㅅㅗㅁㅐㅍㅏㄴㅁㅐㅊㅓㅇㅔㅅㅓ ㄱㅜㅇㅣㅂ ㄱㅏㄴㅡㅇ
2241,1.0W 이하의 출력,3,2170,3,Y,Y,1.0W ㅇㅣㅎㅏㅇㅢ ㅊㅜㄹㄹㅕㄱ
2242,"1,024-QAM 이하",3,2147,2,Y,Y,"1,024-QAM ㅇㅣㅎㅏ"
2245,PDFFA를 이용한 광학 증폭,3,2182,1,Y,Y,PDFFAㄹㅡㄹ ㅇㅣㅇㅛㅇㅎㅏㄴ ㄱㅘㅇㅎㅏㄱ ㅈㅡㅇㅍㅗㄱ
2248,간섭성 광검파 기법 이용,3,2182,1,Y,Y,ㄱㅏㄴㅅㅓㅂㅅㅓㅇ ㄱㅘㅇㄱㅓㅁㅍㅏ ㄱㅣㅂㅓㅂ ㅇㅣㅇㅛㅇ
2249,간섭성 광전송 기법 이용,3,2182,1,Y,Y,ㄱㅏㄴㅅㅓㅂㅅㅓㅇ ㄱㅘㅇㅈㅓㄴㅅㅗㅇ ㄱㅣㅂㅓㅂ ㅇㅣㅇㅛㅇ
2250,내감마선 장비,3,2178,1,Y,Y,ㄴㅐㄱㅏㅁㅁㅏㅅㅓㄴ ㅈㅏㅇㅂㅣ
2251,내이온방사선 장비,3,2178,1,Y,Y,ㄴㅐㅇㅣㅇㅗㄴㅂㅏㅇㅅㅏㅅㅓㄴ ㅈㅏㅇㅂㅣ
2252,내중성자선 장비,3,2178,1,Y,Y,ㄴㅐㅈㅜㅇㅅㅓㅇㅈㅏㅅㅓㄴ ㅈㅏㅇㅂㅣ
2253,IEEE 802.11 무선랜 전파 감청장치,3,2209,3,Y,Y,IEEE 802.11 ㅁㅜㅅㅓㄴㄹㅐㄴ ㅈㅓㄴㅍㅏ ㄱㅏㅁㅊㅓㅇㅈㅏㅇㅊㅣ
2254,민간 셀룰러 무선통신 장비,3,2170,3,Y,Y,ㅁㅣㄴㄱㅏㄴ ㅅㅔㄹㄹㅜㄹㄹㅓ ㅁㅜㅅㅓㄴㅌㅗㅇㅅㅣㄴ ㅈㅏㅇㅂㅣ
2262,사용온도 범위 -55°C 이상 124°C 이하,3,2213,2,Y,Y,ㅅㅏㅇㅛㅇㅇㅗㄴㄷㅗ ㅂㅓㅁㅇㅟ -55°C ㅇㅣㅅㅏㅇ 124°C ㅇㅣㅎㅏ
2264,상업용 위성 지구국 장비,3,2170,3,Y,Y,ㅅㅏㅇㅇㅓㅂㅇㅛㅇ ㅇㅟㅅㅓㅇ ㅈㅣㄱㅜㄱㅜㄱ ㅈㅏㅇㅂㅣ
2266,아날로그 개인 이동 모바일 전파 감청장치,3,2209,3,Y,Y,ㅇㅏㄴㅏㄹㄹㅗㄱㅡ ㄱㅐㅇㅣㄴ ㅇㅣㄷㅗㅇ ㅁㅗㅂㅏㅇㅣㄹ ㅈㅓㄴㅍㅏ ㄱㅏㅁㅊㅓㅇㅈㅏㅇㅊㅣ
2267,인공위성 탑재용 컴퓨터,3,2178,3,Y,Y,ㅇㅣㄴㄱㅗㅇㅇㅟㅅㅓㅇ ㅌㅏㅂㅈㅐㅇㅛㅇ ㅋㅓㅁㅍㅠㅌㅓ
2268,인공위성 탑재용 통신장비,3,2213,3,Y,Y,ㅇㅣㄴㄱㅗㅇㅇㅟㅅㅓㅇ ㅌㅏㅂㅈㅐㅇㅛㅇ ㅌㅗㅇㅅㅣㄴㅈㅏㅇㅂㅣ
2270,"전송 파장 1,750 nm을 초과",3,2195,1,Y,Y,"ㅈㅓㄴㅅㅗㅇ ㅍㅏㅈㅏㅇ 1,750 nmㅇㅡㄹ ㅊㅗㄱㅘ"
2271,"전송 파장이 1,750 nm을 초과",3,2182,1,Y,Y,"ㅈㅓㄴㅅㅗㅇ ㅍㅏㅈㅏㅇㅇㅣ 1,750 nmㅇㅡㄹ ㅊㅗㄱㅘ"
2274,"최대 1,024-QAM 이하",3,2222,2,Y,Y,"ㅊㅚㄷㅐ 1,024-QAM ㅇㅣㅎㅏ"
2275,최대 사거리 300km이하,3,2161,2,Y,Y,ㅊㅚㄷㅐ ㅅㅏㄱㅓㄹㅣ 300kmㅇㅣㅎㅏ
2276,최대 사거리 300km이하,3,2165,2,Y,Y,ㅊㅚㄷㅐ ㅅㅏㄱㅓㄹㅣ 300kmㅇㅣㅎㅏ
581,몰리브덴 합금 미립자,2,284,,,Y,ㅁㅗㄹㄹㅣㅂㅡㄷㅔㄴ ㅎㅏㅂㄱㅡㅁ ㅁㅣㄹㅣㅂㅈㅏ
582,전동식 공기 정화 호흡기,2,142,,,Y,ㅈㅓㄴㄷㅗㅇㅅㅣㄱ ㄱㅗㅇㄱㅣ ㅈㅓㅇㅎㅘ ㅎㅗㅎㅡㅂㄱㅣ
583,마이코플라즈마 카프리콜럼 아종,2,98,1,Y,Y,ㅁㅏㅇㅣㅋㅗㅍㅡㄹㄹㅏㅈㅡㅁㅏ ㅋㅏㅍㅡㄹㅣㅋㅗㄹㄹㅓㅁ ㅇㅏㅈㅗㅇ
584,개인사용 목적 또는 소매용도의 소비재로 확인된 물품,2,93,3,Y,N,ㄱㅐㅇㅣㄴㅅㅏㅇㅛㅇ ㅁㅗㄱㅈㅓㄱ ㄸㅗㄴㅡㄴ ㅅㅗㅁㅐㅇㅛㅇㄷㅗㅇㅢ ㅅㅗㅂㅣㅈㅐㄹㅗ ㅎㅘㄱㅇㅣㄴㄷㅚㄴ ㅁㅜㄹㅍㅜㅁ
585,운용 혹은 유지를 위해 설계되거나 개조된 소프트웨어,2,305,,,Y,ㅇㅜㄴㅇㅛㅇ ㅎㅗㄱㅇㅡㄴ ㅇㅠㅈㅣㄹㅡㄹ ㅇㅟㅎㅐ ㅅㅓㄹㄱㅖㄷㅚㄱㅓㄴㅏ ㄱㅐㅈㅗㄷㅚㄴ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
586,베릴륨 합금,2,199,,,Y,ㅂㅔㄹㅣㄹㄹㅠㅁ ㅎㅏㅂㄱㅡㅁ
587,전기 폭발신관 기폭세트,2,42,,,Y,ㅈㅓㄴㄱㅣ ㅍㅗㄱㅂㅏㄹㅅㅣㄴㄱㅘㄴ ㄱㅣㅍㅗㄱㅅㅔㅌㅡ
588,고분자 레이저 용접을 위한 물질,2,253,3,Y,Y,ㄱㅗㅂㅜㄴㅈㅏ ㄹㅔㅇㅣㅈㅓ ㅇㅛㅇㅈㅓㅂㅇㅡㄹ ㅇㅟㅎㅏㄴ ㅁㅜㄹㅈㅣㄹ
589,일본뇌염 바이러스,2,202,1,Y,Y,ㅇㅣㄹㅂㅗㄴㄴㅚㅇㅕㅁ ㅂㅏㅇㅣㄹㅓㅅㅡ
590,광견병 바이러스와 리싸 바이러스속 다른 바이러스들,2,202,1,Y,Y,ㄱㅘㅇㄱㅕㄴㅂㅕㅇ ㅂㅏㅇㅣㄹㅓㅅㅡㅇㅘ ㄹㅣㅆㅏ ㅂㅏㅇㅣㄹㅓㅅㅡㅅㅗㄱ ㄷㅏㄹㅡㄴ ㅂㅏㅇㅣㄹㅓㅅㅡㄷㅡㄹ
591,우주선 발사체용,2,240,1,Y,Y,ㅇㅜㅈㅜㅅㅓㄴ ㅂㅏㄹㅅㅏㅊㅔㅇㅛㅇ
592,깜부기 병원균,2,69,,,Y,ㄲㅏㅁㅂㅜㄱㅣ ㅂㅕㅇㅇㅝㄴㄱㅠㄴ
593,클로로플루오르화탄소,2,270,,,N,ㅋㅡㄹㄹㅗㄹㅗㅍㅡㄹㄹㅜㅇㅗㄹㅡㅎㅘㅌㅏㄴㅅㅗ
594,백신의 형태,2,98,3,Y,N,ㅂㅐㄱㅅㅣㄴㅇㅢ ㅎㅕㅇㅌㅐ
1430,하프늄 함량 60 wt% 이하,3,612,2,Y,Y,ㅎㅏㅍㅡㄴㅠㅁ ㅎㅏㅁㄹㅑㅇ 60 wt% ㅇㅣㅎㅏ
1431,하프늄 함량 60 wt% 이하,3,690,2,Y,Y,ㅎㅏㅍㅡㄴㅠㅁ ㅎㅏㅁㄹㅑㅇ 60 wt% ㅇㅣㅎㅏ
1432,하프늄 함량 60 wt% 이하,3,731,2,Y,N,ㅎㅏㅍㅡㄴㅠㅁ ㅎㅏㅁㄹㅑㅇ 60 wt% ㅇㅣㅎㅏ
3864,500MHz이하의 주파수 대역폭,2,3863,2,,N,500MHzㅇㅣㅎㅏㅇㅢ ㅈㅜㅍㅏㅅㅜ ㄷㅐㅇㅕㄱㅍㅗㄱ
2409,"게르마늄 재료에 제한된 검출기 소자를 갖는 (32 소자를 초과하지 않는)""초점면배열""",2,2327,3,Y,Y,"ㄱㅔㄹㅡㅁㅏㄴㅠㅁ ㅈㅐㄹㅛㅇㅔ ㅈㅔㅎㅏㄴㄷㅚㄴ ㄱㅓㅁㅊㅜㄹㄱㅣ ㅅㅗㅈㅏㄹㅡㄹ ㄱㅏㅈㄴㅡㄴ (32 ㅅㅗㅈㅏㄹㅡㄹ ㅊㅗㄱㅘㅎㅏㅈㅣ ㅇㅏㄴㅎㄴㅡㄴ)""ㅊㅗㅈㅓㅁㅁㅕㄴㅂㅐㅇㅕㄹ"""
2410,1 Hz의 주파수에서 “잡음레벨”(감도)이 50fT(rms)/ √Hz 초과인 초전도 자기계,2,2333,2,Y,Y,1 Hzㅇㅢ ㅈㅜㅍㅏㅅㅜㅇㅔㅅㅓ “ㅈㅏㅂㅇㅡㅁㄹㅔㅂㅔㄹ”(ㄱㅏㅁㄷㅗ)ㅇㅣ 50fT(rms)/ √Hz ㅊㅗㄱㅘㅇㅣㄴ ㅊㅗㅈㅓㄴㄷㅗ ㅈㅏㄱㅣㄱㅖ
3062,라벨프린터,1,,2,Y,Y,ㄹㅏㅂㅔㄹㅍㅡㄹㅣㄴㅌㅓ
3063,전기자동차(소형),1,,2,Y,Y,ㅈㅓㄴㄱㅣㅈㅏㄷㅗㅇㅊㅏ(ㅅㅗㅎㅕㅇ)
3064,냉장고,1,,2,Y,Y,ㄴㅐㅇㅈㅏㅇㄱㅗ
3065,관광용 쌍안경,1,,2,Y,Y,ㄱㅘㄴㄱㅘㅇㅇㅛㅇ ㅆㅏㅇㅇㅏㄴㄱㅕㅇ
3066,고무 헤라,1,,2,Y,Y,ㄱㅗㅁㅜ ㅎㅔㄹㅏ
874,라듐-226 제품 또는 장치,2,194,1,Y,Y,ㄹㅏㄷㅠㅁ-226 ㅈㅔㅍㅜㅁ ㄸㅗㄴㅡㄴ ㅈㅏㅇㅊㅣ
875,트리튬 화합물 제품 또는 장치,2,291,1,Y,Y,ㅌㅡㄹㅣㅌㅠㅁ ㅎㅘㅎㅏㅂㅁㅜㄹ ㅈㅔㅍㅜㅁ ㄸㅗㄴㅡㄴ ㅈㅏㅇㅊㅣ
876,"N,N-디알킬(메틸, 에틸, 노르말-프로필, 이소-프로필)포스포라미딕 디할라이드",2,209,,,Y,"N,N-ㄷㅣㅇㅏㄹㅋㅣㄹ(ㅁㅔㅌㅣㄹ, ㅇㅔㅌㅣㄹ, ㄴㅗㄹㅡㅁㅏㄹ-ㅍㅡㄹㅗㅍㅣㄹ, ㅇㅣㅅㅗ-ㅍㅡㄹㅗㅍㅣㄹ)ㅍㅗㅅㅡㅍㅗㄹㅏㅁㅣㄷㅣㄱ ㄷㅣㅎㅏㄹㄹㅏㅇㅣㄷㅡ"
877,기분리된 모든 형태의 넵투늄-237,2,29,1,Y,Y,ㄱㅣㅂㅜㄴㄹㅣㄷㅚㄴ ㅁㅗㄷㅡㄴ ㅎㅕㅇㅌㅐㅇㅢ ㄴㅔㅂㅌㅜㄴㅠㅁ-237
878,폴로늄 210 혼합물,2,191,,,Y,ㅍㅗㄹㄹㅗㄴㅠㅁ 210 ㅎㅗㄴㅎㅏㅂㅁㅜㄹ
879,라듐-226 화합물,2,194,1,Y,Y,ㄹㅏㄷㅠㅁ-226 ㅎㅘㅎㅏㅂㅁㅜㄹ
880,함량 30 wt% 이하 화학혼합물,2,318,2,Y,Y,ㅎㅏㅁㄹㅑㅇ 30 wt% ㅇㅣㅎㅏ ㅎㅘㅎㅏㄱㅎㅗㄴㅎㅏㅂㅁㅜㄹ
881,붕소가 중량으로 10ppm 이상 함유,2,273,2,Y,Y,ㅂㅜㅇㅅㅗㄱㅏ ㅈㅜㅇㄹㅑㅇㅇㅡㄹㅗ 10ppm ㅇㅣㅅㅏㅇ ㅎㅏㅁㅇㅠ
882,함량 10 wt% 미만 화학혼합물,3,426,2,Y,Y,ㅎㅏㅁㄹㅑㅇ 10 wt% ㅁㅣㅁㅏㄴ ㅎㅘㅎㅏㄱㅎㅗㄴㅎㅏㅂㅁㅜㄹ
883,모데신,2,60,1,Y,Y,ㅁㅗㄷㅔㅅㅣㄴ
884,"여과통, 여과 카트리지, 정화기",2,142,,,Y,"ㅇㅕㄱㅘㅌㅗㅇ, ㅇㅕㄱㅘ ㅋㅏㅌㅡㄹㅣㅈㅣ, ㅈㅓㅇㅎㅘㄱㅣ"
885,의료기기,2,194,3,Y,Y,ㅇㅢㄹㅛㄱㅣㄱㅣ
927,클로스트리디움 보튤리늄 G형,2,98,1,Y,Y,ㅋㅡㄹㄹㅗㅅㅡㅌㅡㄹㅣㄷㅣㅇㅜㅁ ㅂㅗㅌㅠㄹㄹㅣㄴㅠㅁ Gㅎㅕㅇ
928,감자암종병균,2,69,,,Y,ㄱㅏㅁㅈㅏㅇㅏㅁㅈㅗㅇㅂㅕㅇㄱㅠㄴ
929,"1,573K 미만에서 사용하도록 설계",2,108,2,Y,Y,"1,573K ㅁㅣㅁㅏㄴㅇㅔㅅㅓ ㅅㅏㅇㅛㅇㅎㅏㄷㅗㄹㅗㄱ ㅅㅓㄹㄱㅖ"
930,미생물의 병원성과 연관된 핵산 서열을 포함하는 유전적으로 변형된 미생물 또는 유전적 성분,2,98,1,Y,Y,ㅁㅣㅅㅐㅇㅁㅜㄹㅇㅢ ㅂㅕㅇㅇㅝㄴㅅㅓㅇㄱㅘ ㅇㅕㄴㄱㅘㄴㄷㅚㄴ ㅎㅐㄱㅅㅏㄴ ㅅㅓㅇㅕㄹㅇㅡㄹ ㅍㅗㅎㅏㅁㅎㅏㄴㅡㄴ ㅇㅠㅈㅓㄴㅈㅓㄱㅇㅡㄹㅗ ㅂㅕㄴㅎㅕㅇㄷㅚㄴ ㅁㅣㅅㅐㅇㅁㅜㄹ ㄸㅗㄴㅡㄴ ㅇㅠㅈㅓㄴㅈㅓㄱ ㅅㅓㅇㅂㅜㄴ
931,루우핑 일 바이러스,2,202,1,Y,Y,ㄹㅜㅇㅜㅍㅣㅇ ㅇㅣㄹ ㅂㅏㅇㅣㄹㅓㅅㅡ
932,"비활성분위기에서 2,043K 미만의 용융점, 연화점, 분해점 또는 승화점을 갖는 불연속 세라믹 섬유",2,176,3,Y,N,"ㅂㅣㅎㅘㄹㅅㅓㅇㅂㅜㄴㅇㅟㄱㅣㅇㅔㅅㅓ 2,043K ㅁㅣㅁㅏㄴㅇㅢ ㅇㅛㅇㅇㅠㅇㅈㅓㅁ, ㅇㅕㄴㅎㅘㅈㅓㅁ, ㅂㅜㄴㅎㅐㅈㅓㅁ ㄸㅗㄴㅡㄴ ㅅㅡㅇㅎㅘㅈㅓㅁㅇㅡㄹ ㄱㅏㅈㄴㅡㄴ ㅂㅜㄹㅇㅕㄴㅅㅗㄱ ㅅㅔㄹㅏㅁㅣㄱ ㅅㅓㅁㅇㅠ"
933,스포츠용품용 반제품,2,129,3,Y,N,ㅅㅡㅍㅗㅊㅡㅇㅛㅇㅍㅜㅁㅇㅛㅇ ㅂㅏㄴㅈㅔㅍㅜㅁ
935,폴로늄 210 화합물,2,191,,,Y,ㅍㅗㄹㄹㅗㄴㅠㅁ 210 ㅎㅘㅎㅏㅂㅁㅜㄹ
